Category,Card Name,Card Number,Variant,Region,Purchase Options,Source Rows
Prize Pack Cards,Carmine,TWM145,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:67
Prize Pack Cards,Enhanced Hammer,TWM148,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:71
Prize Pack Cards,Jamming Tower,TWM153,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Seven - Play Pokemon Prize Pack Series Seven,prize_pack_series7.csv:77
Prize Pack Cards,Emboar,WHT013,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:11
Prize Pack Cards,Reshiram ex,WHT020,Play Pokemon Stamp,US/UK,Play Pokemon Prize Pack Series Eight - Play Pokemon Prize Pack Series Eight,prize_pack_series8.csv:42
League and Championship Cards,Rayquaza,ASC173,PXP Stamp,US,Ascended Heroes - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:175
League and Championship Cards,Ultra Ball,MEG131,Pokemon Europe International Championships Stamp,Europe,Mega Evolution - 2026 Pokemon Europe International Championships merchandise,mega_placeholders.csv:68
League and Championship Cards,Ultra Ball,MEG131,Pokemon Latin America International Championships Stamp,Brazilian Portuguese,Mega Evolution - 2026 Pokemon Latin America International Championships merchandise,mega_placeholders.csv:58
League and Championship Cards,Ultra Ball,MEG131,Pokemon North America International Championships Stamp,US,Mega Evolution - 2026 Pokemon North America International Championships merchandise,mega_placeholders.csv:135
League and Championship Cards,Paradise Resort,MEP092,World Championships 2026 Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:176
League and Championship Cards,Pikachu,MEP093,2026 Pokemon World Championships Logo Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:177
League and Championship Cards,Pikachu,MEP093,Play Pokemon Winner Stamp,US,Mega Evolution - 2026 Pokemon World Championships merchandise,mega_placeholders.csv:178
Other Cards,Mega Lucario ex,MEP012,Black Star Promo,US/UK,Mega Evolution - Mega Lucario ex Figure Collection,mega_placeholders.csv:37
Other Cards,Meloetta,MEP026,Black Star Promo,US/UK,Mega Evolution - Mega Battle Deck Mega Diancie ex,mega_placeholders.csv:36
Other Cards,Haunter,MEP027,Black Star Promo,US/UK,Mega Evolution - Mega Battle Deck Mega Gengar ex,mega_placeholders.csv:35
Other Cards,Mega Gardevoir ex,MEP032,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Premium Poster Collection,mega_placeholders.csv:75
Other Cards,Mega Lucario ex,MEP033,Black Star Promo,US/UK,Ascended Heroes - Ascended Heroes Premium Poster Collection,mega_placeholders.csv:76
Other Cards,Bulbasaur,MEP037,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:80
Other Cards,Charmander,MEP038,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:81
Other Cards,Squirtle,MEP039,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:82
Other Cards,Turtwig,MEP040,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:83
Other Cards,Chimchar,MEP041,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:84
Other Cards,Piplup,MEP042,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:85
Other Cards,Rowlet,MEP043,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:86
Other Cards,Litten,MEP044,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:87
Other Cards,Popplio,MEP045,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 1,mega_placeholders.csv:88
Other Cards,Chikorita,MEP046,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:136
Other Cards,Cyndaquil,MEP047,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:137
Other Cards,Totodile,MEP048,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:138
Other Cards,Snivy,MEP049,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:139
Other Cards,Tepig,MEP050,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:140
Other Cards,Oshawott,MEP051,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:141
Other Cards,Grookey,MEP052,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:142
Other Cards,Scorbunny,MEP053,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:143
Other Cards,Sobble,MEP054,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 2,mega_placeholders.csv:144
Other Cards,Treecko,MEP055,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:160
Other Cards,Torchic,MEP056,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:161
Other Cards,Mudkip,MEP057,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:162
Other Cards,Chespin,MEP058,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:163
Other Cards,Fennekin,MEP059,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:164
Other Cards,Froakie,MEP060,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:165
Other Cards,Sprigatito,MEP061,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:166
Other Cards,Fuecoco,MEP062,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:167
Other Cards,Quaxly,MEP063,Black Star Promo,US/UK,Mega Evolution - First Partner Illustration Collection Series 3,mega_placeholders.csv:168
Other Cards,Abra,MEW063,Pixel Cosmos,US/UK,151 - Alakazam ex Collection (Reprint),placeholders.csv:187
Other Cards,Abra,MEW063,Smooth Cosmos,US/UK,151 - Alakazam ex Collection,placeholders.csv:186
Other Cards,Kadabra,MEW064,Pixel Cosmos,US/UK,151 - Alakazam ex Collection,placeholders.csv:188
Other Cards,Electabuzz,MEW125,Pixel Cosmos,US/UK,151 - Zapdos ex Collection (Reprint),placeholders.csv:184
Other Cards,Electabuzz,MEW125,Smooth Cosmos,US/UK,151 - Zapdos ex Collection,placeholders.csv:183
Other Cards,Pawmot ex,OBF073,Holo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:299
Other Cards,Absol ex,OBF135,Holo,US/UK,Shrouded Fable - Dark Powers ex Special Collection,placeholders.csv:460
Other Cards,Maushold ex,PAR155,Holo,US/UK,Paldean Fates - Paldea Adventure Chest,placeholders.csv:300
Other Cards,Iron Jugulis,PAR158,Pixel Cosmos,US/UK,Paradox Rift - Scarlet & Violet Knock Out Collection: Iron Jugulis,placeholders.csv:265
Other Cards,Terapagos,SSP161,Pokemon Center Stamp,US,Surging Sparks - Retailer Gift With Purchase,placeholders.csv:775
Other Cards,Meowscarada,SVI015,Starlight Holo,Europe,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:258
Other Cards,Skeledirge,SVI038,Starlight Holo,Europe,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:260
Other Cards,Quaquaval,SVI054,Starlight Holo,Europe,Paradox Rift - Fall 2023 Collector Chest,placeholders.csv:262
Other Cards,Miraidon ex,SVI081,Holo,US/UK,Obsidian Flames - Paradox Powers ex Special Collection,placeholders.csv:166
Other Cards,Koraidon ex,SVI125,Holo,US/UK,Obsidian Flames - Paradox Powers ex Special Collection,placeholders.csv:167
Other Cards,Gengar ex,TEF104,Holo,US/UK,Shrouded Fable - Dark Powers ex Special Collection,placeholders.csv:461
Other Cards,Quaxly,,Pokemon Center Stamp,US,Surging Sparks - Retailer Gift With Purchase,placeholders.csv:776
